m2s_ratio lonm latm area(km2) Vol(km3/yr) nyr yrb yre elev(m) CT CN River_Name OCN
10000 -105.13 20.92 9329.0 1.138 2.0 1976 1977 70.0 MX NA Ameca PAC
10000 132.18 69.53 10800.0 1.136 15.0 1979 1993 -9999.0 RU AS Omoloy ARC
10000 126.22 39.24 1878.0 1.119 19.0 1966 1984 50.0 KP AS Biryu PAC
10000 121.07 22.90 476.0 1.122 38.0 1956 1993 -9999.0 TW AS Pei-Nan Chi
10000 126.99 -14.66 14000.0 1.144 23.8 1974 1999 -9999.0 WX AU Drysdale IND
10000 -2.60 57.05 1370.0 1.119 13.0 1971 1999 70.5 UK EU Dee (Royal
10000 -20.52 64.25 225.0 1.192 37.8 1961 1999 -9999.0 IS EU Bruara ATL
10000 -111.91 67.63 5810.0 1.089 29.2 1968 2001 -9999.0 CA NA Tree ARC
10000 -105.35 22.50 5092.0 1.095 49.0 1951 2000 31.0 MX NA Acaponeta PAC
10000 -2.72 54.08 983.0 1.099 37.0 1959 1999 10.7 UK EU Lune ATL
10000 -37.80 -11.73 35150.0 1.095 25.8 1964 1999 17.0 BR SA Itapicuru ATL
10000 19.97 41.06 1960.0 1.099 41.0 1950 1990 61.0 AL EU Shkumbini [Medh
10000 -71.50 -36.42 326.0 1.083 41.0 1948 1989 -9999.0 CL SA Perquilauquen PAC
10000 3.20 43.40 1330.0 1.092 3.0 1978 1980 -9999.0 FR EU Orb MED
10000 14.22 42.46 3125.0 1.088 6.2 1992 1998 4.5 IT EU Pescara MED
10000 -49.60 -28.96 898.0 1.087 55.8 1943 1999 10.0 BR SA Itoupava ATL
10000 101.68 2.85 1240.0 1.084 36.7 1960 2000 7.0 MY AS Langat IND
10000 43.52 64.97 3040.0 1.064 64.4 1926 1991 11.0 RU EU Kuloy ARC
10000 -41.54 -19.07 3250.0 1.067 20.9 1975 1998 -9999.0 BR SA Cuite ATL
10000 12.32 57.24 2160.0 1.088 95.0 1909 2003 -9999.0 SE EU Viskan ATL
10000 175.24 -38.86 1075.0 1.048 32.0 1963 1994 -9999.0 NZ PO Ongarue PAC
10000 -92.80 30.63 1950.3 1.043 58.4 1922 1994 12.0 US NA Calcasieu River
10000 -123.72 45.47 417.0 1.042 65.1 1914 1995 21.9 US NA Wilson River
10000 145.66 -42.16 449.0 1.039 64.0 1925 1988 -9999.0 TX AU King SOC
10000 -70.57 -34.82 956.0 1.044 12.7 1944 1957 -9999.0 CL SA Tinguiririca PAC
10000 -47.88 -24.59 1325.0 1.042 37.0 1963 1999 20.0 BR SA Jacupiranga ATL
10000 121.50 24.18 435.0 1.035 33.9 1960 1993 -9999.0 TW AS Li-Wu PAC
10000 72.63 23.07 12950.0 1.028 11.0 1968 1979 50.0 IN AS Sabarmati IND
10000 -53.55 -3.68 2628.0 1.031 15.9 1979 1998 -9999.0 BR SA Para do
10000 6.33 52.25 3600.0 1.020 5.0 1978 1982 -9999.0 NL EU Vecht ATL
10000 77.93 8.62 4505.0 1.012 7.0 1971 1979 13.0 IN AS Tambraparni IND
10000 -74.68 20.38 753.0 1.005 11.0 1969 1979 562.0 CU CB Toa ATL
10000 -38.07 -12.51 4860.0 0.999 36.6 1961 1998 22.0 BR SA Pojuca ATL
10000 151.55 -32.73 17476.0 0.752 31.2 1968 2000 0.2 NX AU Hunter PAC
10000 19.87 40.76 2070.0 1.005 40.0 1950 1989 25.0 AL EU Osumi MED
10000 -35.58 -8.68 5100.0 0.996 25.8 1973 1998 109.0 BR SA Una ATL
10000 101.16 4.11 461.0 0.999 57.7 1930 2000 18.0 MY AS Batang Padang
10000 18.59 63.56 3030.0 0.994 52.7 1923 1975 -9999.0 SE EU Gidealven ATL
10000 -6.57 53.70 2695.0 0.992 6.9 1973 1979 14.0 IE EU Boyne ATL
10000 48.25 66.50 2780.0 0.979 27.0 1965 1993 -9999.0 RU EU Pesha ARC
10000 176.76 -37.94 906.0 0.964 56.6 1948 2004 -9999.0 NZ PO Tarawera PAC
10000 1.83 50.10 5560.0 0.983 15.0 1965 1980 -9999.0 FR EU Somme ATL
10000 -5.90 32.68 3330.0 0.981 35.2 1953 1989 591.0 MA AF Oum er
10000 -68.27 57.67 2140.0 0.972 19.7 1972 1993 -9999.0 CA NA "False" ATL
10000 -2.97 52.97 1019.0 0.975 61.9 1937 1999 25.4 UK EU Dee (Afon
10000 167.93 -44.68 155.0 0.971 7.3 1965 1975 -9999.0 NZ PO Cleddau PAC
10000 -41.94 -21.77 1816.0 0.967 32.1 1967 1999 80.0 BR SA Grande ATL
10000 146.26 -42.26 575.0 0.962 27.0 1922 1948 -9999.0 TX AU Derwent-AU SOC
10000 36.32 35.80 5130.0 0.959 4.0 1976 1979 128.0 SY AM Assi (Asi,
10000 -81.87 27.22 3540.5 0.954 62.5 1931 1994 1.8 US NA Peace River
10000 -130.07 56.03 243.0 0.950 10.2 1963 1973 89.9 AK NA Salmon PAC
10000 -109.05 25.95 34247.0 0.971 6.0 1976 1981 20.0 MX NA Fuerte PAC
10000 24.48 57.85 3265.0 0.943 59.0 1926 1985 17.0 LV EU Salatsa (Salaca
10000 -35.86 -9.47 3860.0 0.938 24.8 1974 1998 42.0 BR SA Mundau ATL
10000 20.28 40.78 1880.0 0.934 10.5 1976 2000 295.0 AL EU Devolli MED
10000 100.45 6.22 1274.0 0.918 13.8 1946 1960 6.0 MY AS Padang Terap
10000 -80.53 7.87 1000.0 0.911 11.8 1973 1984 25.0 PA CA La Villa
10000 147.38 -37.77 3903.0 0.892 64.5 1937 2002 37.9 VX AU Mitchell SOC
10000 -77.20 -11.13 5000.0 0.866 56.3 1911 1968 672.0 PE SA Huaura PAC
10000 -35.31 -8.64 1360.0 0.901 9.6 1989 1998 100.0 BR SA Sirinhaem ATL
10000 -79.27 -6.61 3000.0 0.906 47.0 1914 1960 306.0 PE SA Chancay-Lambaye PAC
10000 -4.56 52.04 894.0 0.895 40.3 1959 1999 5.2 UK EU Teifi ATL
10000 -8.30 40.75 928.0 0.903 18.7 1962 1980 50.0 PT EU Vouga ATL
10000 -2.95 51.75 912.0 0.885 42.7 1957 1999 22.6 UK EU Usk ATL
10000 77.80 10.10 2253.0 0.885 6.8 1972 1979 279.0 IN AS Vaigai IND
10000 116.08 5.78 1000.0 0.870 12.7 1969 1985 -9999.0 MY AS Papar PAC
10000 -38.87 -6.41 12000.0 0.875 36.3 1957 1996 160.0 BR SA Salgado ATL
10000 -35.05 -7.13 19244.0 0.859 25.8 1970 1997 18.0 BR SA Paraiba ATL
10000 -90.09 13.84 1991.0 0.847 15.8 1965 1981 30.0 SV CA Paz PAC
10000 -40.82 -3.12 3720.0 1.214 37.3 1911 1993 9.0 BR SA Coreau ATL
10000 136.87 35.20 705.0 0.843 29.0 1969 1997 -9999.0 JP AS Shonai PAC
10000 172.59 -41.79 368.0 0.840 53.4 1934 1990 -9999.0 NZ PO Gowan PAC
10000 127.42 36.38 612.0 0.839 33.0 1962 1994 -9999.0 KR AS Gap PAC
10000 -79.28 -7.28 2500.0 0.841 62.0 1927 1988 200.0 PE SA Jequetepeque PAC
10000 -103.95 18.95 9744.0 0.831 6.0 1976 1981 38.0 MX NA Armería PAC
10000 -71.08 43.98 997.1 0.832 73.0 1903 1995 127.5 US NA Saco River
10000 -40.49 -20.42 1690.0 0.827 27.6 1968 1999 40.0 BR SA Jucu ATL
10000 -39.27 -14.80 3964.0 0.823 8.3 1935 1943 55.0 BR SA Cachoeira ATL
10000 -48.92 -27.10 1240.0 0.809 60.4 1934 1999 35.0 BR SA Itajai-Mirim ATL
10000 147.60 -20.58 7200.0 0.816 37.7 1960 1998 83.0 QX AU Bowen PAC
10000 145.98 -17.62 390.0 0.807 79.8 1916 1996 -9999.0 QX AU South Johnstone
10000 0.27 36.03 43750.0 0.808 2.7 1976 1978 2.0 DZ AF Chelif MED
10000 145.62 -16.80 1940.0 0.790 79.7 1914 1994 -9999.0 QX AU Barron PAC
10000 16.00 67.60 390.0 0.784 58.1 1916 1974 -9999.0 NO EU Kobbelv ATL
10000 20.02 41.62 646.0 0.789 39.0 1950 1988 152.0 AL EU Mati MED
10000 24.17 56.40 5320.0 0.788 65.2 1920 1985 10.0 LV EU Musa-LV ATL
10000 24.00 58.73 2650.0 0.780 61.4 1924 1985 3.0 EE EU Kazari (Kasari)
10000 -71.07 18.68 1709.0 0.759 7.8 1976 1984 300.0 DO CB Yaque del
10000 -76.46 18.13 215.0 0.759 10.8 1969 1979 31.0 JM CB Rio Grande
10000 -35.05 -8.02 7004.0 0.753 20.6 1956 1989 55.0 BR SA Capibaribe ATL
10000 -47.65 -24.17 634.0 0.751 27.2 1972 1999 -9999.0 BR SA Acungui ATL
10000 -48.83 -26.45 337.0 0.743 19.8 1977 1999 8.0 BR SA Pirai ATL
10000 169.73 -44.47 557.0 0.738 31.0 1964 1994 -9999.0 NZ PO Ahuriri SOC
10000 120.53 22.45 310.0 0.732 32.0 1962 1993 -9999.0 TW AS Lin-Pien PAC
10000 117.40 39.77 5120.0 0.725 37.0 1951 1987 -9999.0 CN AS Jiyun PAC
10000 -51.46 3.04 900.0 0.730 2.5 1997 1999 -9999.0 BR SA Varador ATL
10000 -68.12 9.50 2730.0 0.719 17.0 1952 1968 -9999.0 VE SA Pao ATL
10000 135.08 -16.45 10400.0 0.716 -999.0 -999 -999 12.5 AU AU Macarthur PAC
10000 -4.22 50.53 917.0 0.712 43.5 1956 1999 8.2 UK EU Tamar ATL
10000 175.09 -41.10 427.0 0.707 24.0 1971 1994 -9999.0 NZ PO Hutt PAC
10000 3.37 50.62 5091.0 0.703 15.0 1967 1981 -9999.0 BE EU Scheldte (Escau
10000 40.42 65.67 1840.0 0.696 32.3 1956 1988 -9999.0 RU EU Zolotitsa ARC
10000 36.75 68.90 980.0 0.695 16.0 1932 1958 -9999.0 RU EU Rinda ARC
10000 -80.87 33.48 1769.0 0.694 54.8 1938 1995 45.4 US NA North Fork
10000 176.34 -38.03 632.0 0.687 84.8 1906 1990 -9999.0 NZ PO Kaituna PAC
10000 27.83 43.03 4857.0 0.687 51.2 1935 1986 15.0 BG EU Kamchiya MED
10000 -77.58 35.42 1888.1 0.682 62.8 1928 1995 4.9 US NA Contentnea Cree
10000 17.88 68.88 580.0 0.678 61.0 1914 1974 -9999.0 NO EU Salangselv ATL
10000 -41.01 -19.52 2135.0 0.673 51.0 1941 1998 70.0 BR SA Guandu ATL
10000 -71.68 19.10 1029.0 0.666 8.9 1976 1984 253.0 DO CB Artibonito ATL
10000 2.35 43.23 1730.0 0.668 30.0 1969 1998 96.0 FR EU Aude MED
10000 -107.38 24.93 11409.0 0.658 4.0 1976 1979 88.0 MX NA Culiacán (Humay
10000 -41.17 -20.70 1458.0 0.658 12.4 1986 1999 200.0 BR SA Castelo ATL
10000 -131.64 56.21 175.0 0.654 37.0 1951 1988 6.1 AK NA Harding PAC
10000 173.18 -41.71 550.0 0.653 21.0 1959 1979 -9999.0 NZ PO Branch PAC
10000 -95.33 16.43 9364.0 0.655 3.0 1976 1978 60.0 MX NA Tehuantepec PAC
10000 131.52 34.05 536.0 0.644 10.8 1955 1996 5.3 JP AS Saba PAC
10000 -3.32 34.24 24422.0 0.647 43.5 1957 2000 325.0 MA AF Moulouya MED
10000 79.20 11.95 12888.0 0.651 4.0 1976 1979 83.0 IN AS Ponnaiyar IND
10000 -97.86 28.04 43149.0 0.640 60.1 1939 1999 8.1 US NA Nueces ATL
10000 -43.87 -3.55 2450.0 0.642 26.8 1972 1999 20.0 BR SA Iguara ATL
10000 20.98 39.58 350.0 0.642 16.0 1964 1980 -9999.0 GR EU Aracthos MED
10000 148.13 -20.83 2280.0 0.642 23.7 1969 1993 150.0 QX AU Broken PAC
10000 -70.32 -32.92 875.0 0.635 18.0 1942 1960 -9999.0 CL SA Aconcagua PAC
10000 35.43 64.25 1990.0 0.631 56.6 1926 1988 4.0 RU EU Suma ARC
10000 115.62 -34.07 20400.0 0.650 44.6 1955 1999 42.5 WX AU Blackwood IND
10000 -3.98 51.00 826.0 0.627 9.0 1980 1999 14.1 UK EU Taw ATL
10000 121.30 23.42 249.0 0.626 35.0 1959 1993 -9999.0 TW AS Hsiu-Ku-Luan PAC
10000 -3.33 51.60 455.0 0.616 28.5 1970 1999 -9999.0 UK EU Taff ATL
10000 -48.71 -27.69 522.0 0.616 11.3 1988 1999 -9999.0 BR SA Cubatao ATL
10000 132.42 44.27 4030.0 0.608 41.8 1942 1985 70.0 RU AS Ilistaya PAC
10000 173.69 -41.62 764.0 0.605 23.0 1961 1983 -9999.0 NZ PO Waihopai PAC
10000 -39.08 -13.37 1280.0 0.604 29.4 1969 1999 50.0 BR SA Una-2 ATL
10000 -72.90 -38.15 1054.0 0.601 41.0 1948 1989 -9999.0 CL SA Lumaco PAC
10000 -68.97 9.68 4325.0 0.596 21.3 1943 1964 -9999.0 VE SA Cojedes ATL
10000 141.28 -37.93 11914.0 0.581 53.6 1948 2001 7.7 VX AU Glenelg SOC
10000 150.00 -35.17 2770.0 0.592 66.0 1910 1975 -9999.0 NX AU Shoalhaven PAC
10000 -80.48 8.42 471.0 0.590 19.7 1965 1984 15.0 PA CA Grande PAC
10000 9.52 36.58 20895.0 0.588 45.0 1950 1994 67.0 TN AF Medjerda MED
10000 -3.79 53.11 344.0 0.583 33.2 1964 1999 -9999.0 UK EU Conwy ATL
10000 1.95 41.47 4561.0 0.493 19.0 1968 1989 -9999.0 ES EU Llobregat MED
10000 -35.55 -9.13 674.0 0.573 19.3 1978 1998 16.0 BR SA Camarajibe ATL
10000 -41.51 -20.53 1045.0 0.573 36.8 1961 1999 374.0 BR SA Braco Norte
10000 3.87 36.80 2501.0 0.573 4.0 1976 1979 20.0 DZ AF Sebaou MED
10000 14.22 65.50 756.0 0.565 6.0 1978 1983 -9999.0 NO EU Vefsna ATL
10000 -45.79 -2.50 839.0 0.562 15.8 1981 1999 -9999.0 BR SA Parua ATL
10000 121.28 24.65 335.0 0.554 37.0 1957 1993 -9999.0 TW AS Tan-Shui PAC
10000 103.17 1.93 186.0 0.553 10.3 1969 1985 6.0 MY AS Sembrong IND
10000 -1.36 53.92 759.0 0.550 34.2 1965 1999 13.7 UK EU Wharfe ATL
10000 -52.08 -30.98 944.0 0.539 5.9 1943 1948 40.0 BR SA Sapato [Arr
10000 101.71 3.15 490.0 0.699 18.3 1969 2000 31.0 MY AS Klang IND
10000 7.23 58.40 266.0 0.531 6.0 1978 1983 -9999.0 NO EU Lygna ATL
10000 40.15 64.30 1820.0 0.515 17.8 1970 1988 -9999.0 RU EU Laya ARC
10000 38.26 68.33 1210.0 0.515 17.3 1947 1967 -9999.0 RU EU Varzina ARC
10000 -3.51 50.80 601.0 0.506 43.6 1956 1999 25.9 UK EU Exe ATL
10000 -0.88 54.02 1586.0 0.506 26.3 1973 1999 9.5 UK EU Derwent-EU ATL
10000 -47.92 -24.33 270.0 0.504 14.1 1981 1997 -9999.0 BR SA Quilombo (Poco
10000 -39.32 -13.17 5970.0 0.502 44.2 1955 1999 132.0 BR SA Jequirica ATL
10000 -135.28 59.47 376.0 0.499 23.0 1963 1986 6.1 AK NA Skagway PAC
10000 -0.22 52.29 2570.0 0.501 26.7 1972 1999 -9999.0 UK EU Bedford Ouse
10000 9.67 56.23 1289.0 0.512 86.0 1917 2002 -9999.0 DK EU Gudena ATL
10000 -74.97 41.93 624.2 0.496 80.5 1914 1994 351.0 US NA Beaver Kill
10000 121.48 24.57 274.0 0.495 51.0 1950 2000 -9999.0 TW AS Lan Yang
10000 2.32 41.98 1390.0 0.495 5.0 1978 1984 -9999.0 ES EU Ter MED
10000 36.22 63.92 1350.0 0.484 33.4 1954 1988 -9999.0 RU EU Nyukhcha ARC
10000 15.62 57.42 1898.0 0.480 59.8 1901 1960 -9999.0 SE EU Ema ATL
10000 -35.07 -8.28 405.0 0.477 11.9 1986 1998 -9999.0 BR SA Pirapama ATL
10000 -77.97 38.35 1222.5 0.478 65.0 1930 1995 73.6 US NA Rapidan River
10000 -68.60 9.68 1563.0 0.471 27.0 1942 1968 -9999.0 VE SA Tirgua ATL
10000 -46.78 -24.07 264.0 0.473 9.4 1981 1990 -9999.0 BR SA Branco ATL
10000 147.02 -36.26 1145.0 0.468 61.6 1937 1999 173.6 VX AU Kiewa SOC
10000 -37.57 -11.54 4320.0 0.466 30.6 1966 1999 1.0 BR SA Real ATL
10000 172.91 -42.46 440.0 0.466 36.3 1958 1994 -9999.0 NZ PO Clarence SOC
10000 25.10 69.83 918.0 0.465 52.7 1921 1974 -9999.0 NO EU Lakselv ARC
10000 41.08 64.65 1400.0 0.460 39.4 1938 1977 -9999.0 RU EU Lodma ARC
10000 -40.53 -20.10 997.0 0.457 50.2 1949 1999 45.0 BR SA Santa Maria
10000 -123.32 47.50 148.1 0.448 68.8 1924 1994 232.3 US NA Nf Skokomish
10000 -40.52 -19.06 1022.0 0.448 29.6 1967 1998 -9999.0 BR SA Sao Jose
10000 8.72 55.95 1040.0 0.470 81.5 1920 2002 7.0 DK EU Skjern ATL
10000 -35.45 -8.84 725.0 0.444 9.9 1989 1998 115.0 BR SA Jacuipe-2 ATL
10000 121.27 24.30 258.0 0.446 35.0 1959 1993 -9999.0 TW AS Ta-Chia PAC
10000 -41.44 -19.82 1187.0 0.441 25.2 1973 1998 250.0 BR SA Sao Manoel
10000 -35.16 -6.85 2910.0 0.439 29.8 1970 1999 60.0 BR SA Mananguape ATL
10000 -38.48 -4.30 4050.0 0.441 23.9 1969 1994 42.0 BR SA Choro ATL
10000 -40.65 -20.32 973.0 0.440 30.9 1969 1999 425.0 BR SA Jucu-Braco Nort
10000 116.82 -23.31 42455.0 0.450 30.5 1968 2000 -9999.0 WX AU Ashburton IND
10000 147.38 -9.28 311.0 0.439 13.3 1951 1964 -9999.0 PG PO Laloki PAC
10000 15.43 66.82 426.0 0.429 51.0 1938 1988 -9999.0 NO EU Saltelv ATL
10000 20.00 41.93 663.0 0.432 40.0 1954 2000 36.0 AL EU Erzeni MED
10000 175.26 -39.57 506.0 0.428 32.0 1963 1994 -9999.0 NZ PO Mangawhero PAC
10000 -77.97 18.40 221.0 0.420 10.4 1969 1979 79.0 JM CB Great ATL
10000 132.64 33.49 372.0 0.418 6.9 1961 1996 -9999.0 JP AS Oda PAC
10000 39.40 64.38 1190.0 0.413 58.3 1928 1988 78.0 RU EU Solza ARC
10000 16.14 41.30 2716.0 0.418 62.4 1930 1994 31.7 IT EU Ofanto MED
10000 120.83 24.45 247.0 0.414 38.0 1956 1993 -9999.0 TW AS Hou-Lung PAC
10000 -41.74 -22.09 626.0 0.415 66.9 1930 1999 30.0 BR SA Macabu ATL
10000 -49.59 -28.85 404.0 0.413 20.9 1977 1999 10.0 BR SA Manoel Alves
10000 -149.42 -17.55 78.0 0.406 7.0 1973 1979 45.0 PF PO Papenoo PAC
10000 166.28 -21.95 380.0 0.403 6.4 1973 1979 39.0 NC PO Tontouna PAC
10000 -53.55 -30.15 732.0 0.396 34.6 1940 1976 80.0 BR SA Sao Sepe
10000 -84.65 10.05 190.0 0.389 6.4 1969 1975 285.0 CR CA Barranca PAC
10000 125.74 -14.95 1610.0 0.391 30.7 1967 1999 215.0 WX AU Mitchell-IND IND
10000 39.50 66.20 1050.0 0.381 14.4 1952 1966 -9999.0 RU EU Pyalitsa ARC
10000 -131.18 55.38 83.1 0.376 76.4 1915 1994 6.1 US NA Fish C
10000 -69.89 10.19 3590.0 0.373 45.0 1943 1989 400.0 VE SA Tocuyo ATL
10000 57.17 27.40 9285.0 0.368 21.1 1962 1985 1100.0 IR AS Minab IND
10000 -39.49 -13.61 875.0 0.364 45.6 1953 1999 153.0 BR SA Preto ATL
10000 -37.35 -10.94 15740.0 0.364 28.6 1971 1999 19.0 BR SA Vaza Barris
10000 147.09 -37.41 1096.0 0.355 45.9 1953 1999 246.1 VX AU Wonnangatta SOC
10000 -37.76 -12.06 4140.0 0.354 31.7 1966 1999 6.0 BR SA Inhambupe ATL
10000 -0.28 52.56 1634.0 0.349 5.0 1980 1984 -9999.0 UK EU Nene ATL
10000 44.52 -24.35 1700.0 0.346 5.8 1976 1982 -9999.0 MG AF Linta IND
10000 -42.74 -22.59 287.0 0.344 29.6 1969 1999 8.0 BR SA Macacu ATL
10000 -73.02 -38.03 377.0 0.339 41.0 1948 1989 -9999.0 CL SA Puren PAC
10000 -41.95 -21.73 1123.0 0.337 32.7 1967 1999 70.0 BR SA Negro-BR ATL
10000 0.45 51.25 1256.0 0.336 41.8 1956 1999 7.0 UK EU Medway ATL
10000 8.10 58.85 290.0 0.333 63.0 1925 1987 -9999.0 NO EU Tovdal ATL
10000 -52.46 -31.57 362.0 0.333 34.1 1964 1999 40.0 BR SA Pelotas [Arr]
10000 80.27 8.60 2121.0 0.323 35.0 1946 1984 34.0 LK AS Malwatu Oya
10000 120.45 23.12 161.0 0.323 35.0 1959 1993 -9999.0 TW AS Tseng-Wen PAC
10000 -19.40 65.50 390.0 0.320 60.0 1933 1992 -9999.0 IS EU Svarta ATL
10000 -51.68 -30.75 597.0 0.319 7.6 1977 1986 35.0 BR SA Velhaco [Arr]
10000 -40.69 -19.42 919.0 0.317 32.3 1965 1998 110.0 BR SA Pancas ATL
10000 16.17 57.01 1345.0 0.312 81.5 1920 2003 -9999.0 SE EU Alsteran ATL
10000 -39.03 -13.03 1480.0 0.313 50.8 1949 1999 29.0 BR SA Jaguaripe ATL
10000 164.99 -20.78 247.0 0.317 29.5 1955 1984 -9999.0 NC PO Tipindje PAC
10000 -66.53 18.43 510.0 0.314 26.8 1970 1998 4.3 PR CB Grande de
10000 -71.57 -30.63 11343.0 0.311 31.6 1958 1992 97.0 CL SA Limarí PAC
10000 -41.68 -20.77 413.0 0.310 62.1 1937 1999 576.0 BR SA Veado [do]
10000 -98.37 29.85 3405.8 0.309 73.3 1922 1995 289.0 US NA Guadalupe River
10000 -80.65 35.83 792.5 0.307 53.0 1938 1995 202.3 US NA South Yadkin
10000 -39.05 -12.23 10560.0 0.306 66.4 1929 1999 119.0 BR SA Jacuipe ATL
10000 116.08 -32.77 6764.0 0.303 52.5 1939 2000 131.2 WX AU Murray-IND IND
10000 39.97 66.26 670.0 0.300 8.7 1948 1957 -9999.0 RU EU Pulonga ARC
10000 -1.07 51.43 1033.0 0.302 38.3 1961 1999 43.4 UK EU Kennet ATL
10000 146.62 -41.90 267.0 0.298 38.0 1923 1960 -9999.0 TX AU Ouse SOC
10000 -68.64 10.40 1206.0 0.296 23.3 1943 1966 -9999.0 VE SA Yaracuy ATL
10000 -35.06 -7.61 1020.0 0.296 25.3 1973 1998 21.0 BR SA Tracunhaem ATL
10000 -107.10 66.81 1530.0 0.298 15.3 1977 1994 -9999.0 CA NA Gordon ARC
10000 115.90 -34.52 4060.0 0.293 33.5 1966 1999 -9999.0 WX AU Warren IND
10000 -70.64 -31.89 1160.0 0.289 23.9 1941 1964 -9999.0 CL SA Choapa PAC
10000 142.62 -38.33 8355.0 0.284 44.2 1955 1999 -9999.0 VX AU Hopkins SOC
10000 128.83 41.73 720.0 0.281 4.0 1976 1979 1102.0 KP AS Sodusu PAC
10000 121.17 24.70 139.0 0.282 23.0 1971 1993 -9999.0 TW AS Tou-Chien PAC
10000 -67.05 18.28 244.0 0.278 32.5 1963 1998 31.6 PR CB Grande de
10000 35.87 32.73 5950.0 0.280 10.8 1965 1975 -9999.0 JO AM Yarmuk MED
10000 146.07 -41.47 149.0 0.275 45.0 1923 1967 -9999.0 TX AU Wilmot SOC
10000 118.30 -20.70 8204.0 0.284 26.7 1972 1999 43.0 WX AU Yule IND
10000 -40.71 -19.54 873.0 0.273 23.2 1974 1998 -9999.0 BR SA Santa Joana
10000 120.30 23.28 227.0 0.270 33.0 1961 1993 -9999.0 TW AS Chi-Shui PAC
10000 -80.56 22.35 848.0 0.271 17.4 1962 1979 52.0 CU CB Damuji ATL
10000 164.42 -20.43 300.0 0.269 4.9 1955 1962 -9999.0 NC PO Dianot PAC
10000 34.70 64.75 934.0 0.265 52.7 1935 1988 0.0 RU EU Shuya ARC
10000 126.21 -14.80 1695.0 0.270 21.8 1974 1997 -9999.0 WX AU King Edward
10000 -77.00 -11.80 1849.0 0.263 57.9 1935 1992 950.0 PE SA Chillón PAC
10000 -67.09 18.36 184.0 0.259 31.3 1967 1998 13.7 PR CB Culebrinas ATL
10000 -35.36 -8.28 2960.0 0.257 32.0 1967 1998 265.0 BR SA Ipojuca ATL
10000 -118.48 69.11 3050.0 0.259 9.8 1975 1988 -9999.0 CA NA Inman ARC
10000 26.99 -33.24 29745.0 0.253 12.1 1969 1986 -9999.0 ZA AF Great Fish
10000 -0.50 39.52 6294.0 0.253 12.5 1986 1999 50.0 ES EU Turia MED
10000 13.62 53.73 1403.0 0.252 6.8 1977 1984 -9999.0 DE EU Tollense ATL
10000 -36.30 -10.03 1453.0 0.248 20.4 1978 1998 50.0 BR SA Coruripe ATL
10000 -8.40 38.07 2721.0 0.248 52.5 1934 1990 28.0 PT EU Sado ATL
10000 2.79 42.60 473.0 0.245 32.8 1967 1999 132.0 FR EU Tech MED
10000 34.23 65.38 882.0 0.245 30.0 1957 1987 -9999.0 RU EU Kuzema ARC
10000 11.87 42.35 851.0 0.234 34.0 1930 1972 -9999.0 IT EU Marta MED
10000 126.79 -14.79 1271.0 0.235 27.2 1971 1999 -9999.0 WX AU Carson IND
10000 -41.36 -21.06 369.0 0.229 31.0 1969 1999 41.0 BR SA Muqui do
10000 147.48 -36.94 356.0 0.229 64.6 1934 1999 686.7 VX AU Big SOC
10000 120.45 23.50 150.0 0.227 21.0 1973 1993 -9999.0 TW AS Po-Tzu PAC
10000 3.58 36.62 3615.0 0.230 3.7 1976 1979 750.0 DZ AF Isser MED
10000 -6.48 53.37 1565.0 0.228 5.0 1973 1977 21.0 IE EU Liffey ATL
10000 -81.30 26.92 805.5 0.226 62.0 1931 1996 8.3 US NA Fisheating Cree
10000 126.50 -14.81 1361.0 0.230 27.2 1971 1999 220.0 WX AU Morgan IND
10000 -40.95 -20.89 304.0 0.225 29.4 1970 1999 15.0 BR SA Novo ATL
10000 25.33 59.33 903.0 0.225 44.0 1942 1985 40.0 EE EU Yagala (Jägala)
10000 -38.15 -12.37 400.0 0.219 13.0 1963 1977 61.0 BR SA Quirico Grande
10000 -123.40 72.48 3640.0 0.221 11.4 1975 1988 -9999.0 CA NA Big-CA ARC
10000 -66.38 10.32 719.0 0.216 21.0 1944 1968 -9999.0 VE SA Grande ATL
10000 -66.92 10.16 1180.0 0.217 26.3 1942 1968 -9999.0 VE SA Tuy ATL
10000 9.30 54.52 480.0 0.216 5.8 1981 1986 -9999.0 DE EU Treene ATL
10000 40.57 66.50 584.0 0.215 43.5 1948 1992 -9999.0 RU EU Sosnovka ARC
10000 -37.36 -5.22 9450.0 0.210 12.2 1986 1999 -9999.0 BR SA Apodi ATL
10000 -41.92 -20.69 447.0 0.209 62.3 1937 1999 739.0 BR SA Sao Joao
10000 27.03 59.38 788.0 0.206 63.0 1923 1985 32.0 EE EU Purtse ATL
10000 -74.15 41.08 310.8 0.204 77.0 1902 1995 77.1 US NA Ramapo River
10000 115.78 -34.33 808.0 0.208 24.4 1940 1966 -9999.0 WX AU Donnelly IND
10000 -149.32 -17.65 25.0 0.203 12.2 1974 1986 -9999.0 PF PO Papeiha PAC
10000 19.54 -32.54 6903.0 0.268 76.3 1923 2001 -9999.0 ZA AF Doring ATL
10000 -38.36 -4.50 2000.0 0.196 28.8 1969 1998 50.0 BR SA Pirangi ATL
10000 2.82 36.67 1912.0 0.194 3.7 1976 1979 10.0 DZ AF Mazafran MED
10000 24.43 59.30 650.0 0.191 63.0 1923 1985 24.0 EE EU Keyla (Keila)
